beneficiary_id,project_id,country,region,aid_type,distribution_date,amount_usd,age,gender,household_size
B11235,P150,Tanzania,Juba,Food Aid,2023-06-28,231.96,32.0,Male,11
B10781,P117,Uganda,Kampala,Cash Transfer,2023-10-22,83.23,57.0,Female,6
B10415,P176,Uganda,Juba,Education Grant,2024-02-24,112.58,10.0,Male,10
B12381,P107,South Sudan,Addis Ababa,Education Grant,2023-10-08,102.14,57.0,Male,7
B12902,P111,Tanzania,Kampala,Medical Support,2024-12-03,121.51,62.0,Female,9
B11106,P116,Kenya,Juba,Cash Transfer,2024-03-04,180.64,70.0,Male,4
B12161,P130,South Sudan,Mombasa,Cash Transfer,2023-05-28,162.33,79.0,Male,5
B10199,P102,South Sudan,Mombasa,Food Aid,2023-04-08,92.85,77.0,Male,11
B10283,P166,Kenya,Kisumu,Cash Transfer,2024-09-11,88.11,18.0,Female,7
B10231,P175,Kenya,Nairobi,Medical Support,2023-09-30,160.82,66.0,Male,3
B11786,P184,South Sudan,Nairobi,Cash Transfer,2023-07-19,134.54,28.0,Male,4
B12864,P171,Uganda,Addis Ababa,Water & Sanitation,2023-09-03,170.43,36.0,M,6
B10096,P157,Tanzania,Kisumu,Cash Transfer,2024-05-13,164.81,65.0,Female,9
B10251,P111,Kenya,Nairobi,Food Aid,2024-11-26,195.89,56.0,Female,2
B12587,P179,Uganda,Dar es Salaam,Food Aid,2024-04-21,139.85,29.0,Female,8
B12167,P157,South Sudan,Juba,Food Aid,2024-09-09,87.12,41.0,Female,3
B10871,P125,Kenya,Mombasa,Education Grant,2024-07-03,110.09,13.0,Female,1
B11103,P160,Tanzania,Dar es Salaam,Cash Transfer,2024-04-16,143.02,67.0,Female,5
B11221,P116,Ethiopia,Kampala,Food Aid,2023-09-25,165.49,77.0,Male,3
B12882,P192,Ethiopia,Nairobi,Food Aid,2024-11-26,119.66,6.0,Male,11
B12605,P179,Ethiopia,Mombasa,Water & Sanitation,2023-06-09,140.77,69.0,Female,1
B11432,P199,Uganda,Mombasa,Food Aid,2023-07-24,193.02,74.0,Female,3
B11563,P198,Kenya,Juba,Water & Sanitation,2023-10-07,194.2,18.0,Female,7
B10104,P108,Uganda,Nairobi,Medical Support,2024-12-13,141.94,66.0,Male,3
B12981,P142,Kenya,Nairobi,Medical Support,2023-01-27,213.62,27.0,Male,6
B12664,P149,Uganda,Dar es Salaam,Water & Sanitation,2024-08-14,173.16,61.0,Male,10
B11034,P198,Tanzania,Juba,Medical Support,2023-08-08,125.84,24.0,Male,5
B11684,P139,Uganda,Dar es Salaam,Medical Support,2024-11-24,91.05,9.0,Male,11
B12086,P145,Kenya,Kisumu,Cash Transfer,2024-08-11,124.59,61.0,Female,7
B12347,P125,Ethiopia,Dar es Salaam,Food Aid,2023-10-31,106.86,70.0,Male,5
B10226,P101,Ethiopia,Dar es Salaam,Medical Support,2024-01-26,153.21,6.0,Male,3
B10759,P141,Uganda,Addis Ababa,Water & Sanitation,2024-07-02,185.02,67.0,Male,1
B12314,P194,Ethiopia,Juba,Cash Transfer,2023-09-23,183.3,53.0,Male,9
B12508,P180,South Sudan,Juba,Education Grant,2024-12-02,82.45,20.0,Male,5
B11609,P156,Ethiopia,Kampala,Cash Transfer,2023-07-21,137.38,58.0,Female,7
B12697,P135,Uganda,Kisumu,Food Aid,2023-12-13,84.39,49.0,Female,6
B11048,P190,Ethiopia,Juba,Water & Sanitation,2024-07-06,223.83,14.0,Female,10
B11706,P142,South Sudan,Kampala,Education Grant,2023-09-12,183.63,22.0,Male,4
B11871,P112,South Sudan,Addis Ababa,Water & Sanitation,2023-07-22,139.25,17.0,Male,7
B11307,P139,Uganda,Dar es Salaam,Education Grant,2023-08-08,149.54,16.0,Male,11
B11626,P132,Kenya,Juba,Food Aid,2023-02-15,127.63,16.0,Female,3
B10464,P199,Kenya,Kampala,Food Aid,2023-11-20,144.38,46.0,Female,2
B11474,P154,South Sudan,Juba,Food Aid,2023-05-01,110.76,43.0,Female,10
B11620,P128,South Sudan,Juba,Education Grant,2023-05-15,155.66,43.0,Male,3
B11302,P105,Tanzania,Kisumu,Education Grant,2024-12-08,141.25,23.0,Male,6
B12977,P156,Kenya,Mombasa,Cash Transfer,2024-03-04,107.68,75.0,Female,8
B12376,P102,Tanzania,Kisumu,Food Aid,2024-10-30,132.01,72.0,Male,10
B10929,P141,Kenya,Kampala,Cash Transfer,2024-09-12,146.71,16.0,Female,11
B10212,P184,Uganda,Juba,Education Grant,2023-01-28,197.7,15.0,Male,11
B10012,P170,Ethiopia,Dar es Salaam,Education Grant,2023-02-14,162.1,20.0,Female,3
B12923,P145,Ethiopia,Mombasa,Medical Support,2023-06-14,146.79,61.0,Female,7
B10422,P156,Uganda,Dar es Salaam,Food Aid,2023-04-13,137.55,49.0,Female,1
B10842,P128,Tanzania,Addis Ababa,Education Grant,2024-04-15,93.86,74.0,Male,3
B10911,P147,Kenya,Dar es Salaam,Education Grant,2024-11-08,160.96,38.0,Female,11
B11897,P109,Kenya,Addis Ababa,Education Grant,2024-03-31,229.93,66.0,Female,10
B12658,P145,Uganda,Kisumu,Cash Transfer,2023-07-20,158.59,55.0,Male,3
B11506,P123,Ethiopia,Mombasa,Water & Sanitation,2024-07-22,184.82,67.0,Female,6
B12761,P109,Kenya,Dar es Salaam,Cash Transfer,2023-12-20,109.78,47.0,Male,9
B11309,P109,South Sudan,Juba,Water & Sanitation,2023-06-01,173.73,29.0,Male,11
B12555,P161,Tanzania,Addis Ababa,Cash Transfer,2023-04-25,176.73,74.0,Female,11
B10509,P107,Ethiopia,Juba,Medical Support,2023-02-09,108.45,50.0,male,6
B10644,P114,Tanzania,Addis Ababa,Water & Sanitation,2024-07-05,137.71,14.0,Male,10
B10597,P177,South Sudan,Mombasa,Food Aid,2024-07-17,101.06,16.0,Male,4
B10932,P174,South Sudan,Mombasa,Education Grant,2024-01-05,77.6,54.0,Male,6
B11010,P127,Ethiopia,Addis Ababa,Water & Sanitation,2023-10-25,215.87,55.0,Male,8
B12487,P173,Kenya,Kisumu,Water & Sanitation,2023-08-20,147.73,10.0,Male,5
B12662,P152,Ethiopia,Dar es Salaam,Medical Support,2024-11-29,179.86,42.0,Female,1
B10518,P131,Tanzania,Nairobi,Food Aid,2024-03-21,154.97,46.0,Female,9
B11868,P118,Kenya,Kampala,Water & Sanitation,2023-10-19,95.45,13.0,Female,1
B10573,P188,Uganda,Addis Ababa,Water & Sanitation,2023-11-13,139.04,7.0,Female,8
B12744,P194,Uganda,Kampala,Water & Sanitation,2024-06-27,23.52,23.0,Female,4
B12938,P132,Uganda,Addis Ababa,Medical Support,2023-06-16,68.03,50.0,Female,10
B12195,P147,Uganda,Juba,Education Grant,2024-03-23,116.9,28.0,female,6
B11525,P140,Ethiopia,Kampala,Medical Support,2023-01-31,204.44,75.0,Female,9
B12030,P123,South Sudan,Mombasa,Medical Support,2024-06-09,190.36,75.0,Male,1
B10123,P157,Ethiopia,Nairobi,Cash Transfer,2024-04-11,79.91,41.0,Female,4
B11637,P124,Kenya,Kisumu,Education Grant,2023-12-24,171.18,52.0,Male,1
B10220,P170,South Sudan,Kampala,Food Aid,2023-01-03,265.73,40.0,Female,10
B12927,P191,Tanzania,Dar es Salaam,Water & Sanitation,2023-07-09,160.74,22.0,Female,1
B10358,P199,Uganda,Dar es Salaam,Cash Transfer,2024-07-18,166.14,64.0,Female,6
B10767,P115,Tanzania,Dar es Salaam,Education Grant,2023-01-22,238.54,30.0,Male,7
B11916,P158,South Sudan,Mombasa,Medical Support,2023-09-21,110.61,48.0,Female,11
B12043,P140,Uganda,Addis Ababa,Education Grant,2024-04-14,157.62,41.0,Male,8
B10259,P129,Kenya,Kampala,Cash Transfer,2024-07-12,188.73,44.0,Male,3
B12876,P131,Tanzania,Dar es Salaam,Education Grant,2023-02-23,103.17,35.0,Male,3
B11057,P173,South Sudan,Dar es Salaam,Food Aid,2024-09-30,208.64,66.0,Male,2
B12410,P186,Uganda,Kisumu,Cash Transfer,2024-09-23,190.94,54.0,Female,8
B11213,P167,Ethiopia,Kampala,Food Aid,2024-07-23,194.75,49.0,Male,10
B11237,P129,Ethiopia,Juba,Education Grant,2024-11-17,122.32,21.0,Female,6
B12425,P109,South Sudan,Nairobi,Medical Support,2024-02-08,175.71,40.0,Male,5
B12117,P175,Uganda,Juba,Food Aid,2024-01-02,100.28,27.0,Female,2
B11517,P159,Tanzania,Addis Ababa,Cash Transfer,2024-01-09,181.54,33.0,Male,1
B11017,P127,Tanzania,Kampala,Education Grant,2024-09-22,125.81,55.0,Male,8
B12735,P158,Ethiopia,Mombasa,Education Grant,2023-06-04,123.45,77.0,Male,11
B12342,P139,Kenya,Mombasa,Medical Support,2023-04-27,174.6,6.0,Female,1
B10456,P140,Kenya,Mombasa,Food Aid,2023-04-02,144.65,64.0,Male,6
B10462,P147,Tanzania,Mombasa,Cash Transfer,2024-08-06,115.01,60.0,Female,7
B12241,P190,Ethiopia,Kampala,Cash Transfer,2023-04-20,179.22,12.0,Female,11
B12384,P117,Tanzania,Dar es Salaam,Water & Sanitation,2024-01-21,151.64,56.0,Female,10
B12978,P102,Uganda,Mombasa,Cash Transfer,2024-07-20,177.17,52.0,Female,11
B10381,P109,South Sudan,Kampala,Cash Transfer,2024-09-23,120.03,7.0,Male,5
B10867,P115,Kenya,Juba,Cash Transfer,2024-03-27,166.72,53.0,Male,11
B12577,P161,Tanzania,Addis Ababa,Water & Sanitation,2023-03-09,199.84,64.0,Male,6
B11397,P105,Tanzania,Juba,Food Aid,2023-04-20,101.42,11.0,Female,1
B10810,P197,South Sudan,Juba,Cash Transfer,2023-01-16,140.66,10.0,Female,2
B11911,P108,Kenya,Dar es Salaam,Cash Transfer,2024-10-11,261.57,58.0,Male,9
B11421,P179,Ethiopia,Mombasa,Education Grant,2024-09-20,203.63,11.0,F,7
B10789,P122,Uganda,Addis Ababa,Medical Support,2023-03-16,66.95,56.0,Female,5
B12189,P195,Kenya,Nairobi,Food Aid,2024-03-29,179.43,21.0,Male,3
B10744,P187,Tanzania,Mombasa,Medical Support,2023-09-05,175.88,68.0,Female,7
B11801,P134,Kenya,Kisumu,Education Grant,2023-01-17,146.97,27.0,Female,10
B11948,P119,Tanzania,Juba,Education Grant,2024-11-29,206.3,18.0,Male,11
B12741,P112,Ethiopia,Kisumu,Water & Sanitation,2024-03-09,173.16,59.0,Male,3
B12377,P103,Kenya,Juba,Cash Transfer,2024-07-24,83.7,25.0,Male,9
B12304,P155,Uganda,Kampala,Education Grant,2024-12-08,249.78,,Male,4
B10900,P154,Ethiopia,Juba,Water & Sanitation,2023-08-27,168.43,37.0,Female,8
B11204,P156,Kenya,Juba,Medical Support,2023-10-22,152.44,7.0,Male,6
B10542,P136,Ethiopia,Dar es Salaam,Cash Transfer,2024-06-30,176.49,74.0,Female,4
B11298,P162,Ethiopia,Kampala,Cash Transfer,2023-09-30,163.37,37.0,Male,6
B11286,P191,Ethiopia,Dar es Salaam,Water & Sanitation,2024-06-13,58.19,17.0,Female,5
B11200,P194,South Sudan,Kisumu,Cash Transfer,2024-04-03,156.26,73.0,M,2
B11803,P197,Kenya,Juba,Cash Transfer,2023-04-16,74.31,52.0,Female,9
B10764,P130,Kenya,Mombasa,Education Grant,2023-10-26,207.46,25.0,Female,2
B12438,P185,Uganda,Juba,Water & Sanitation,2023-10-28,128.16,54.0,Female,1
B12212,P195,South Sudan,Mombasa,Education Grant,2024-08-17,194.12,79.0,Male,11
B11376,P100,South Sudan,Addis Ababa,Cash Transfer,2024-09-07,116.55,50.0,Female,10
B10879,P136,Ethiopia,Addis Ababa,Water & Sanitation,2024-04-16,209.42,75.0,Male,1
B12913,P159,Kenya,Mombasa,Water & Sanitation,2024-10-22,187.9,18.0,Female,3
B11729,P137,South Sudan,Nairobi,Education Grant,2024-02-20,241.91,34.0,F,9
B12763,P149,Uganda,Kampala,Water & Sanitation,2023-10-19,118.42,62.0,Female,7
B12437,P163,South Sudan,Kisumu,Food Aid,2023-10-02,191.3,27.0,Female,1
B11714,P189,Tanzania,Kampala,Medical Support,2024-10-17,123.23,45.0,Male,2
B11588,P163,Ethiopia,Addis Ababa,Food Aid,2024-06-17,108.62,73.0,Male,9
B10435,P198,Ethiopia,Mombasa,Water & Sanitation,2023-01-06,153.7,75.0,female,9
B11426,P134,Ethiopia,Kisumu,Medical Support,2023-05-19,252.81,37.0,F,10
B10237,P127,Kenya,Juba,Education Grant,2023-11-28,159.32,42.0,Female,6
B11381,P195,Kenya,Kisumu,Education Grant,2024-03-28,125.6,74.0,Male,6
B10109,P169,Ethiopia,Dar es Salaam,Medical Support,2024-06-01,146.28,10.0,Female,1
B12071,P136,Kenya,Kisumu,Cash Transfer,2024-12-08,211.81,16.0,Female,10
B10163,P143,Kenya,Addis Ababa,Cash Transfer,2023-05-01,108.97,41.0,Female,5
B10288,P168,South Sudan,Kampala,Medical Support,2024-09-08,164.05,16.0,male,7
B10252,P170,South Sudan,Dar es Salaam,Medical Support,2023-09-11,256.11,28.0,Male,4
B12303,P131,Ethiopia,Dar es Salaam,Food Aid,2024-12-12,162.51,44.0,Female,8
B12813,P169,Kenya,Kisumu,Water & Sanitation,2024-09-17,133.94,34.0,Male,1
B11320,P106,Uganda,Addis Ababa,Education Grant,2023-03-15,152.83,15.0,Male,1
B11151,P178,Tanzania,Dar es Salaam,Medical Support,2024-01-03,42.33,21.0,Male,2
B12635,P158,Uganda,Kisumu,Food Aid,2023-07-13,203.58,51.0,Male,2
B12953,P132,Uganda,Addis Ababa,Food Aid,2024-03-30,226.05,76.0,Male,2
B11776,P142,Tanzania,Kampala,Food Aid,2024-11-16,119.41,49.0,Male,7
B12350,P174,Ethiopia,Kampala,Medical Support,2024-09-06,203.0,,Female,7
B11029,P131,Ethiopia,Juba,Water & Sanitation,2024-01-31,98.86,41.0,female,11
B12196,P154,Kenya,Juba,Cash Transfer,2023-09-07,171.29,61.0,Female,9
B12925,P167,Uganda,Dar es Salaam,Education Grant,2023-09-06,162.61,40.0,Female,1
B11710,P180,South Sudan,Dar es Salaam,Water & Sanitation,2024-06-18,205.35,62.0,Female,3
B10857,P190,Tanzania,Dar es Salaam,Medical Support,2024-08-22,173.57,70.0,Female,2
B12417,P199,Kenya,Kampala,Food Aid,2023-03-04,167.03,78.0,Male,11
B10461,P119,Uganda,Kisumu,Water & Sanitation,2024-12-03,151.76,15.0,Male,8
B11657,P189,Uganda,Mombasa,Food Aid,2024-08-17,215.88,33.0,Female,5
B12335,P145,Tanzania,Addis Ababa,Medical Support,2024-05-13,178.76,22.0,Male,1
B10157,P121,Tanzania,Mombasa,Cash Transfer,2023-03-19,173.69,66.0,Female,10
B11953,P143,Uganda,Juba,Medical Support,2023-03-01,117.31,24.0,Female,1
B12223,P148,Ethiopia,Mombasa,Food Aid,2023-09-15,140.94,42.0,Female,4
B10677,P148,Ethiopia,Dar es Salaam,Education Grant,2024-03-23,237.61,47.0,Male,6
B12244,P122,Tanzania,Kisumu,Water & Sanitation,2023-12-18,230.86,69.0,Male,8
B10869,P141,Uganda,Kampala,Food Aid,2024-05-26,250.51,59.0,Male,5
B10238,P131,South Sudan,Kampala,Education Grant,2023-05-02,116.91,23.0,Male,1
B12421,P166,Uganda,Addis Ababa,Cash Transfer,2024-07-09,208.48,72.0,Male,3
B12084,P176,Tanzania,Mombasa,Food Aid,2023-09-25,122.47,51.0,Male,6
B12018,P181,Ethiopia,Mombasa,Cash Transfer,2024-07-13,181.77,62.0,Male,1
B10100,P118,Tanzania,Addis Ababa,Medical Support,2024-09-21,79.23,74.0,Female,2
B10315,P112,Ethiopia,Kisumu,Cash Transfer,2024-06-06,151.05,31.0,male,8
B12359,P166,Uganda,Nairobi,Food Aid,2024-11-25,170.43,50.0,female,6
B12908,P161,Uganda,Kampala,Food Aid,2023-08-02,127.5,54.0,Male,11
B10844,P119,Tanzania,Kisumu,Education Grant,2023-04-22,158.32,55.0,Male,9
B11480,P154,South Sudan,Nairobi,Medical Support,2023-09-19,186.12,47.0,Male,11
B10261,P161,Kenya,Kisumu,Water & Sanitation,2024-11-20,147.02,74.0,Male,7
B11933,P186,Uganda,Addis Ababa,Medical Support,2024-03-16,144.7,79.0,Female,10
B12451,P138,Kenya,Dar es Salaam,Medical Support,2023-11-04,108.41,76.0,Female,8
B10195,P150,Tanzania,Dar es Salaam,Medical Support,2024-05-07,169.27,79.0,Female,6
B11813,P181,Tanzania,Nairobi,Water & Sanitation,2024-03-22,194.84,77.0,Female,6
B12473,P172,South Sudan,Mombasa,Food Aid,2024-05-19,80.95,10.0,Female,9
B11818,P180,Tanzania,Mombasa,Medical Support,2024-08-17,139.44,49.0,Male,10
B10179,P144,Tanzania,Juba,Food Aid,2023-02-17,286.01,61.0,Female,4
B12334,P190,Ethiopia,Kisumu,Food Aid,2023-03-06,194.52,43.0,female,2
B11448,P194,Tanzania,Dar es Salaam,Food Aid,2023-06-08,211.91,79.0,Male,6
B10847,P167,South Sudan,Juba,Food Aid,2023-10-24,272.77,42.0,Female,10
B10340,P135,Ethiopia,Kampala,Food Aid,2023-12-31,108.89,57.0,Female,10
B11972,P117,Ethiopia,Nairobi,Water & Sanitation,2023-05-09,182.8,9.0,Female,4
B11196,P115,South Sudan,Dar es Salaam,Education Grant,2024-10-15,149.02,31.0,Male,10
B10748,P197,Ethiopia,Kampala,Water & Sanitation,2024-07-30,119.42,73.0,Female,8
B11260,P125,Kenya,Addis Ababa,Water & Sanitation,2024-04-01,177.92,51.0,Male,5
B10662,P180,South Sudan,Dar es Salaam,Medical Support,2024-01-13,148.36,51.0,Male,1
B10480,P118,Kenya,Mombasa,Water & Sanitation,2023-10-19,143.6,77.0,Female,6
B12154,P105,South Sudan,Juba,Water & Sanitation,2024-12-27,86.99,42.0,Male,5
B12850,P153,South Sudan,Addis Ababa,Education Grant,2023-03-11,122.59,37.0,Female,1
B11624,P163,Ethiopia,Dar es Salaam,Food Aid,2024-03-02,243.66,44.0,Male,5
B12452,P161,Tanzania,Addis Ababa,Cash Transfer,2024-06-18,146.64,11.0,Male,1
B10549,P123,South Sudan,Mombasa,Water & Sanitation,2023-05-08,119.8,77.0,Female,7
B10408,P118,Tanzania,Addis Ababa,Medical Support,2024-10-27,156.01,44.0,Female,9
B10783,P197,Ethiopia,Kampala,Cash Transfer,2024-01-02,180.53,9.0,Female,1
B12727,P160,Uganda,Addis Ababa,Water & Sanitation,2023-09-06,217.07,78.0,Female,5
B11925,P102,South Sudan,Mombasa,Cash Transfer,2024-06-15,104.03,57.0,Female,2
B10742,P117,Tanzania,Nairobi,Education Grant,2023-08-14,118.76,6.0,Female,11
B12810,P161,Ethiopia,Kisumu,Cash Transfer,2024-08-08,144.16,72.0,Male,8
B11742,P177,Kenya,Kampala,Cash Transfer,2024-03-14,153.5,54.0,Male,9
B12472,P172,Kenya,Addis Ababa,Food Aid,2023-07-15,110.7,51.0,Male,5
B10862,P126,South Sudan,Dar es Salaam,Medical Support,2024-01-03,227.38,22.0,Male,2
B11951,P174,Uganda,Kisumu,Education Grant,2023-01-05,213.1,13.0,Male,7
B11616,P189,South Sudan,Dar es Salaam,Water & Sanitation,2024-09-25,164.94,49.0,Male,2
B12155,P100,Ethiopia,Mombasa,Education Grant,2024-01-11,119.18,32.0,Female,11
B12880,P133,Tanzania,Juba,Cash Transfer,2023-01-17,38.09,12.0,Male,7
B10247,P192,Kenya,Nairobi,Cash Transfer,2024-02-02,117.33,7.0,Female,8
B12865,P137,Kenya,Addis Ababa,Water & Sanitation,2023-05-21,134.61,70.0,Male,4
B12447,P143,Uganda,Kisumu,Food Aid,2023-07-11,138.28,,Female,11
B12739,P137,Tanzania,Kisumu,Water & Sanitation,2023-07-23,192.7,58.0,Female,2
B10626,P169,Uganda,Juba,Food Aid,2023-10-09,100.52,77.0,Female,4
B10347,P184,Uganda,Kisumu,Medical Support,2023-03-22,79.63,11.0,male,3
B10278,P143,Kenya,Kisumu,Cash Transfer,2023-01-04,153.49,10.0,Female,10
B11822,P196,Tanzania,Kampala,Water & Sanitation,2024-08-26,138.76,74.0,Female,7
B12297,P143,Uganda,Kampala,Food Aid,2024-07-02,220.08,18.0,Female,11
B10655,P112,South Sudan,Kampala,Food Aid,2024-05-23,152.96,33.0,Male,7
B11244,P139,Tanzania,Kampala,Food Aid,2024-04-20,117.54,12.0,male,1
B12003,P119,Tanzania,Juba,Education Grant,2023-09-16,134.6,48.0,Female,5
B12643,P199,Tanzania,Nairobi,Cash Transfer,2024-01-16,117.4,21.0,Female,1
B12606,P148,Uganda,Kisumu,Cash Transfer,2024-03-16,119.76,59.0,Female,1
B12104,P126,Kenya,Dar es Salaam,Food Aid,2023-05-05,90.53,36.0,Male,10
B11746,P198,South Sudan,Nairobi,Medical Support,2023-06-16,198.76,43.0,female,4
B10952,P129,South Sudan,Nairobi,Medical Support,2023-10-29,87.42,64.0,Male,1
B11003,P197,Ethiopia,Nairobi,Cash Transfer,2023-12-17,117.65,32.0,Male,11
B10445,P180,South Sudan,Dar es Salaam,Food Aid,2024-11-10,183.48,37.0,Male,1
B10617,P146,Uganda,Mombasa,Cash Transfer,2024-04-22,186.29,42.0,Female,2
B11498,P171,Tanzania,Mombasa,Medical Support,2024-03-16,201.2,58.0,Female,10
B11362,P102,South Sudan,Juba,Education Grant,2024-01-06,155.98,21.0,female,1
B11073,P187,South Sudan,Juba,Food Aid,2023-05-29,85.85,69.0,Male,5
B11157,P174,Tanzania,Kampala,Water & Sanitation,2023-05-31,262.62,16.0,Female,5
B11598,P150,South Sudan,Nairobi,Medical Support,2023-04-01,151.04,55.0,Male,3
B12570,P155,Uganda,Kampala,Water & Sanitation,2024-03-27,151.91,76.0,Female,11
B10547,P116,Ethiopia,Kisumu,Food Aid,2023-07-13,139.85,30.0,Female,2
B11812,P199,Uganda,Kisumu,Education Grant,2024-05-17,230.61,25.0,Female,2
B11650,P196,Ethiopia,Kampala,Water & Sanitation,2024-03-06,178.98,32.0,Male,7
B12183,P178,Kenya,Juba,Water & Sanitation,2024-09-02,218.64,36.0,Female,5
B10263,P180,Uganda,Nairobi,Water & Sanitation,2023-12-12,98.78,18.0,male,1
B12529,P151,South Sudan,Dar es Salaam,Water & Sanitation,2023-08-20,93.46,30.0,Female,2
B12370,P175,Uganda,Dar es Salaam,Education Grant,2024-01-07,142.21,36.0,Female,7
B12037,P137,Ethiopia,Dar es Salaam,Education Grant,2023-10-15,124.55,76.0,Male,7
B10353,P113,Ethiopia,Addis Ababa,Food Aid,2024-08-11,142.0,5.0,Male,3
B10903,P115,Tanzania,Dar es Salaam,Water & Sanitation,2024-02-27,213.92,48.0,Female,11
B10208,P135,Tanzania,Juba,Food Aid,2024-05-16,175.75,11.0,Male,10
B10613,P144,Tanzania,Juba,Medical Support,2023-09-15,93.73,76.0,Female,11
B11778,P119,South Sudan,Mombasa,Education Grant,2024-11-08,128.53,71.0,Female,11
B11149,P111,South Sudan,Addis Ababa,Water & Sanitation,2023-09-21,107.65,6.0,Female,5
B12780,P117,South Sudan,Juba,Cash Transfer,2023-06-22,193.73,58.0,Female,7
B12400,P150,South Sudan,Juba,Education Grant,2023-12-03,113.91,68.0,Female,4
B11580,P106,Kenya,Kampala,Cash Transfer,2024-06-08,160.03,69.0,Female,5
B11789,P154,South Sudan,Nairobi,Education Grant,2023-09-05,217.02,78.0,Male,8
B11537,P165,Uganda,Mombasa,Education Grant,2024-07-25,123.36,62.0,Male,10
B10057,P137,Ethiopia,Kisumu,Medical Support,2024-01-24,134.54,56.0,Female,7
B11736,P191,Kenya,Kampala,Education Grant,2023-02-13,97.32,43.0,Female,7
B10811,P153,Ethiopia,Nairobi,Education Grant,2023-12-04,128.01,,Female,2
B12209,P126,Tanzania,Kisumu,Water & Sanitation,2024-02-06,149.96,72.0,Male,6
B10561,P116,Tanzania,Juba,Medical Support,2024-10-28,253.77,7.0,Female,3
B12064,P157,Ethiopia,Kisumu,Medical Support,2024-02-24,163.27,17.0,Female,5
B10229,P182,Ethiopia,Juba,Food Aid,2023-09-03,183.98,49.0,Female,7
B12527,P159,Uganda,Kisumu,Medical Support,2023-03-25,180.34,62.0,Female,9
B12669,P147,South Sudan,Kampala,Water & Sanitation,2023-01-05,181.28,47.0,Female,8
B11225,P129,Tanzania,Mombasa,Cash Transfer,2023-09-20,143.51,44.0,Male,4
B12594,P108,Kenya,Dar es Salaam,Education Grant,2024-02-07,1000.0,62.0,Female,1
B11406,P136,South Sudan,Kampala,Education Grant,2023-10-07,78.91,28.0,Female,11
B11100,P155,South Sudan,Nairobi,Medical Support,2024-01-30,199.9,19.0,Male,2
B12815,P124,Uganda,Addis Ababa,Water & Sanitation,2024-03-31,190.71,66.0,Male,8
B12500,P185,Tanzania,Juba,Cash Transfer,2023-03-04,178.53,13.0,Male,8
B10926,P190,Tanzania,Juba,Education Grant,2023-12-10,122.05,34.0,Male,2
B12434,P158,South Sudan,Juba,Medical Support,2023-07-07,161.27,57.0,M,9
B10707,P175,Ethiopia,Kisumu,Water & Sanitation,2023-06-18,237.74,76.0,Female,10
B10424,P174,South Sudan,Kampala,Water & Sanitation,2024-03-07,182.27,63.0,Male,8
B10069,P187,Tanzania,Kisumu,Cash Transfer,2023-07-09,117.74,58.0,Male,2
B11377,P198,Kenya,Kisumu,Water & Sanitation,2023-03-29,202.0,37.0,Male,7
B11762,P118,Tanzania,Mombasa,Education Grant,2023-04-24,153.77,17.0,Male,3
B11971,P123,Ethiopia,Addis Ababa,Medical Support,2024-06-16,2.98,5.0,Male,10
B12765,P178,South Sudan,Kampala,Cash Transfer,2023-01-05,191.02,46.0,Male,5
B12423,P189,South Sudan,Dar es Salaam,Water & Sanitation,2023-04-05,147.83,55.0,Female,7
B12599,P138,Ethiopia,Kisumu,Water & Sanitation,2024-08-24,125.4,20.0,Male,8
B11094,P177,Ethiopia,Juba,Food Aid,2024-01-18,186.63,19.0,Male,8
B10978,P155,Uganda,Nairobi,Cash Transfer,2024-02-21,70.8,11.0,Male,4
B10620,P139,Uganda,Dar es Salaam,Cash Transfer,2024-06-16,110.48,14.0,Female,8
B12547,P159,South Sudan,Mombasa,Water & Sanitation,2023-07-02,121.76,32.0,Female,1
B12569,P144,Uganda,Dar es Salaam,Medical Support,2024-01-02,138.27,28.0,Male,1
B11558,P127,South Sudan,Nairobi,Medical Support,2024-03-13,224.63,51.0,Male,5
B12686,P124,Uganda,Juba,Water & Sanitation,2024-06-18,173.46,39.0,male,7
B12983,P108,Ethiopia,Nairobi,Food Aid,2024-03-11,164.44,77.0,Male,7
B10942,P132,Uganda,Mombasa,Water & Sanitation,2023-02-06,182.51,48.0,Female,4
B12976,P100,Uganda,Kisumu,Water & Sanitation,2024-08-17,213.19,77.0,Male,5
B12683,P180,South Sudan,Addis Ababa,Water & Sanitation,2023-12-08,186.59,27.0,Female,8
B12045,P117,Ethiopia,Mombasa,Medical Support,2023-03-20,206.05,17.0,Female,7
B10279,P142,Kenya,Nairobi,Medical Support,2024-01-22,130.73,76.0,Female,3
B11640,P167,Kenya,Kampala,Water & Sanitation,2024-07-04,151.21,14.0,Male,6
B12016,P191,Uganda,Mombasa,Water & Sanitation,2023-06-02,136.77,36.0,Female,9
B12460,P179,Tanzania,Mombasa,Water & Sanitation,2023-02-03,153.8,7.0,Female,9
B10979,P112,South Sudan,Juba,Water & Sanitation,2024-05-18,188.02,42.0,Female,6
B11411,P164,South Sudan,Nairobi,Food Aid,2024-07-29,177.81,63.0,Male,8
B10553,P120,South Sudan,Juba,Education Grant,2023-02-26,162.72,59.0,M,10
B10834,P193,Uganda,Kisumu,Medical Support,2024-01-04,148.27,74.0,female,6
B11988,P177,Ethiopia,Addis Ababa,Water & Sanitation,2024-03-23,117.93,18.0,Female,5
